day,osr,asr,psr,meanSur,numOff,femalePC,malePC,preference,ornaments,popSize,mateMale,mateFemale,careMale,careFemale,recoMale,recoFemale,juvMale,juvFemale
4580000,0.0659824,0.488706,0.4,0.0217391,2,3.04493,16.5235,0,0,3962,85,1287,1410,270,406,436,28,40
4585000,0.059593,0.500647,0.4,0.0333333,3,2.89969,16.6143,0,0,3918,94,1308,1401,238,438,385,23,31
4590000,0.0672854,0.50424,0.485294,0.0326087,3,2.87045,16.7393,0,0,3844,88,1214,1399,252,418,406,32,35
4595000,0.0619718,0.491647,0.622951,0.0121951,1,2.82472,16.8465,0,0,3948,88,1321,1440,237,383,419,38,22
4600000,0.0521429,0.495301,0.597015,0.0952381,8,2.75792,16.8988,0,0,4011,91,1348,1424,226,436,416,41,29
4605000,0.0688432,0.495557,0.375,0.0210526,2,2.75319,16.9128,0,0,4003,72,1301,1438,252,442,436,24,38
4610000,0.0562219,0.49635,0.596774,0.0394737,3,2.83787,16.7401,0,0,3898,87,1297,1415,224,404,410,36,25
4615000,0.0697509,0.488245,0.548387,0.0215054,2,2.72641,16.6182,0,0,3889,73,1298,1364,232,431,430,33,28
4620000,0.0560345,0.484208,0.482759,0,0,2.74852,16.6395,0,0,3881,72,1320,1398,215,382,437,27,30
4625000,0.0727543,0.501972,0.578125,0.0485437,5,2.78536,16.67,0,0,3867,76,1245,1395,231,440,417,35,28
4630000,0.0565217,0.498209,0.45098,0.0697674,6,2.85138,16.5968,0,0,3963,92,1304,1440,218,416,439,24,30
4635000,0.0669014,0.492685,0.519231,0.0135135,1,2.91308,16.5022,0,0,3877,91,1309,1382,232,413,401,25,24
4640000,0.0661506,0.476658,0.6,0.0666667,6,2.93035,16.5059,0,0,3819,69,1310,1306,241,420,419,32,22
4645000,0.056686,0.495495,0.5,0,0,2.90124,16.6801,0,0,3939,76,1314,1404,242,445,402,28,28
4650000,0.078327,0.511151,0.573529,0.0566038,6,2.92688,16.682,0,0,3966,80,1215,1469,260,439,432,43,28
4655000,0.0660091,0.503921,0.5,0.0206186,2,2.83299,16.6614,0,0,3898,106,1232,1406,233,417,433,35,36
4660000,0.0622568,0.50396,0.460317,0.0163934,1,2.78477,16.679,0,0,3847,87,1207,1417,228,406,442,26,34
4665000,0.0490754,0.497635,0.44,0,0,2.7977,16.7148,0,0,4088,93,1344,1467,208,438,465,32,41
4670000,0.0608828,0.504893,0.493506,0.0217391,2,2.76289,16.8792,0,0,3859,86,1246,1410,220,415,408,37,37
4675000,0.0686055,0.50653,0.575758,0.0721649,7,2.78636,16.9419,0,0,3974,85,1248,1437,266,456,413,40,29
